2023-10-26 12:53:03,665 INFO    StreamThr :52811 [internal.py:wandb_internal():86] W&B internal server running at pid: 52811, started at: 2023-10-26 12:53:03.665328
2023-10-26 12:53:03,666 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: status
2023-10-26 12:53:03,669 INFO    WriterThread:52811 [datastore.py:open_for_write():85] open: /Users/yixuan.sun/Documents/projects/Preconditioners/MatrixPreNet/NeuralPC/notebooks/wandb/run-20231026_125303-82pv6grz/run-82pv6grz.wandb
2023-10-26 12:53:03,669 DEBUG   SenderThread:52811 [sender.py:send():380] send: header
2023-10-26 12:53:03,706 DEBUG   SenderThread:52811 [sender.py:send():380] send: run
2023-10-26 12:53:03,945 INFO    SenderThread:52811 [dir_watcher.py:__init__():211] watching files in: /Users/yixuan.sun/Documents/projects/Preconditioners/MatrixPreNet/NeuralPC/notebooks/wandb/run-20231026_125303-82pv6grz/files
2023-10-26 12:53:03,945 INFO    SenderThread:52811 [sender.py:_start_run_threads():1122] run started: 82pv6grz with start time 1698342783.666147
2023-10-26 12:53:03,951 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: check_version
2023-10-26 12:53:03,952 DEBUG   SenderThread:52811 [sender.py:send_request():407] send_request: check_version
2023-10-26 12:53:04,000 DEBUG   HandlerThread:52811 [handler.py:handle_request():146] handle_request: run_start
2023-10-26 12:53:04,013 DEBUG   HandlerThread:52811 [system_info.py:__init__():32] System info init
2023-10-26 12:53:04,013 DEBUG   HandlerThread:52811 [system_info.py:__init__():47] System info init done
2023-10-26 12:53:04,013 INFO    HandlerThread:52811 [system_monitor.py:start():194] Starting system monitor
2023-10-26 12:53:04,013 INFO    SystemMonitor:52811 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-10-26 12:53:04,013 INFO    HandlerThread:52811 [system_monitor.py:probe():214] Collecting system info
2023-10-26 12:53:04,014 DEBUG   HandlerThread:52811 [system_info.py:probe():196] Probing system
2023-10-26 12:53:04,014 INFO    SystemMonitor:52811 [interfaces.py:start():190] Started cpu monitoring
2023-10-26 12:53:04,014 INFO    SystemMonitor:52811 [interfaces.py:start():190] Started disk monitoring
2023-10-26 12:53:04,015 INFO    SystemMonitor:52811 [interfaces.py:start():190] Started gpuapple monitoring
2023-10-26 12:53:04,017 INFO    SystemMonitor:52811 [interfaces.py:start():190] Started memory monitoring
2023-10-26 12:53:04,018 INFO    SystemMonitor:52811 [interfaces.py:start():190] Started network monitoring
2023-10-26 12:53:04,026 DEBUG   HandlerThread:52811 [system_info.py:_probe_git():181] Probing git
2023-10-26 12:53:04,066 DEBUG   HandlerThread:52811 [system_info.py:_probe_git():189] Probing git done
2023-10-26 12:53:04,066 DEBUG   HandlerThread:52811 [system_info.py:probe():244] Probing system done
2023-10-26 12:53:04,066 DEBUG   HandlerThread:52811 [system_monitor.py:probe():223] {'os': 'macOS-14.0-arm64-arm-64bit', 'python': '3.11.6', 'heartbeatAt': '2023-10-26T17:53:04.014191', 'startedAt': '2023-10-26T17:53:03.659952', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '<python with no main file>', 'codePathLocal': None, 'git': {'remote': 'https://github.com/iamyixuan/MatrixPreNet.git', 'commit': '4b6ba05fc0da072db815c3660c14263440380deb'}, 'email': None, 'root': '/Users/yixuan.sun/Documents/projects/Preconditioners/MatrixPreNet', 'host': 'v1521206.cels.anl.gov', 'username': 'yixuan.sun', 'executable': '/Users/yixuan.sun/miniforge3/envs/ml/bin/python', 'cpu_count': 12, 'cpu_count_logical': 12, 'disk': {'/': {'total': 926.3517189025879, 'used': 344.1183052062988}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 32.0}}
2023-10-26 12:53:04,066 INFO    HandlerThread:52811 [system_monitor.py:probe():224] Finished collecting system info
2023-10-26 12:53:04,066 INFO    HandlerThread:52811 [system_monitor.py:probe():227] Publishing system info
2023-10-26 12:53:04,066 DEBUG   HandlerThread:52811 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-10-26 12:53:04,066 DEBUG   HandlerThread:52811 [system_info.py:_save_pip():68] Saving pip packages done
2023-10-26 12:53:04,066 DEBUG   HandlerThread:52811 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-10-26 12:53:04,951 INFO    Thread-12 :52811 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/yixuan.sun/Documents/projects/Preconditioners/MatrixPreNet/NeuralPC/notebooks/wandb/run-20231026_125303-82pv6grz/files/requirements.txt
2023-10-26 12:53:04,952 INFO    Thread-12 :52811 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/yixuan.sun/Documents/projects/Preconditioners/MatrixPreNet/NeuralPC/notebooks/wandb/run-20231026_125303-82pv6grz/files/conda-environment.yaml
2023-10-26 12:53:06,324 DEBUG   HandlerThread:52811 [system_info.py:_save_conda():87] Saving conda packages done
2023-10-26 12:53:06,325 INFO    HandlerThread:52811 [system_monitor.py:probe():229] Finished publishing system info
2023-10-26 12:53:06,332 DEBUG   SenderThread:52811 [sender.py:send():380] send: files
